OG0001871	macromolecule glycosylation
OG0004896	regulation of nuclear-transcribed mRNA catabolic process, nonsense-mediated decay
OG0002527	Dienelactone hydrolase family
OG0005437	2OG-Fe(II) oxygenase superfamily
OG0001947	ATP-grasp domain
OG0001653	Methyltransferase domain
OG0000996	Flavin containing amine oxidoreductase
OG0001510	E1-E2 ATPase
OG0004432	Peptidase M16 inactive domain
OG0005808	Metallo-beta-lactamase superfamily
OG0004655	Acetyltransferase (GNAT) domain
OG0007212	NAD-dependent glycerol-3-phosphate dehydrogenase N-terminus
OG0000834	Type 2 proly 4-hydroxylase
OG0000412	translation elongation factor activity
OG0003965	cysteine dioxygenase activity. It is involved in the biological process described with
OG0003685	Belongs to the cytochrome b5 family
OG0005103	phosphatase 2c
OG0000004	Calcium-dependent protein kinase
OG0000098	FKBP-type peptidyl-prolyl cis-trans isomerase
OG0003356	Fragile site, folic acid type, rare, fra(10)(q23.3) or fra(10)(q24.2) candidate 1
OG0007729	enzyme-directed rRNA pseudouridine synthesis
OG0004927	ER membrane protein complex subunit
OG0005124	ubiquinone-6 biosynthetic process
OG0002652	ribosomal protein S7
OG0001446	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily
OG0007258	heat shock
OG0001348	potassium ion transport
OG0000412	Eukaryotic translation elongation factor 1 alpha
OG0000913	Rab subfamily of small GTPases
OG0001889	Multicopper oxidase
OG0003035	Flavinator of succinate dehydrogenase
OG0000302	Major Facilitator Superfamily
OG0000835	Protein kinase C terminal domain
OG0006903	dihydrolipoyl dehydrogenase activity
OG0001028	Methylates ribosomal protein L11
OG0003758	bile acid:sodium symporter activity
OG0001179	tRNA binding
OG0000370	ADP-ribosylation factor family. Source PGD
OG0000394	Sequestosome 1
OG0003778	Ribosomal protein S16
OG0007488	RING-type zinc-finger
OG0000105	water channel activity
OG0001193	TruB family pseudouridylate synthase (N terminal domain)
OG0006307	Ankyrin repeat
OG0002992	Acyltransferase-like protein At1g54570
OG0003637	RNA recognition motif 2
OG0000257	Asparagine synthase
OG0000163	Non-ribosomal peptide synthetase modules and related proteins
OG0001819	coproporphyrinogen oxidase activity
OG0001763	Cytochrome c1
OG0001296	Specifically methylates the uridine in position 2552 of 23S rRNA at the 2'-O position of the ribose in the fully assembled 50S ribosomal subunit
OG0001299	Belongs to the eukaryotic ribosomal protein eL20 family
OG0005379	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family
OG0001011	Catalyzes the epimerization of the S- and R-forms of NAD(P)HX, a damaged form of NAD(P)H that is a result of enzymatic or heat-dependent hydration. This is a prerequisite for the S- specific NAD(P)H-hydrate dehydratase to allow the repair of both epimers of NAD(P)HX
OG0000872	Metacaspase
OG0001922	Protein of unknown function (DUF2009)
OG0000618	serine threonine protein kinase
OG0006542	DYW family of nucleic acid deaminases
OG0000960	AFG1-like ATPase
OG0004914	Protein of unknown function (DUF2465)
OG0003992	At2g23090-like
OG0001639	FKBP-type peptidyl-prolyl cis-trans isomerase. Source PGD
OG0002360	MAP kinase kinase activity
OG0005823	beta subunit
OG0002207	SET domain-containing protein
OG0007469	tRNA rRNA methyltransferase
OG0002549	divinyl chlorophyllide a 8-vinyl-reductase activity
OG0001527	This is a component of the ubiquinol-cytochrome c reductase complex (complex III or cytochrome b-c1 complex), which is part of the mitochondrial respiratory chain. This protein may mediate formation of the complex between cytochromes c and c1
OG0002807	NAD+ ADP-ribosyltransferase activity
OG0004645	RNA-binding component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis of a specialized repertoire of mRNAs and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome. The eIF-3 complex specifically targets and initiates translation of a subset of mRNAs involved in cell proliferation. This subunit can bind 18S rRNA
OG0000054	cobalamin synthesis CobW domain protein
OG0002465	endoplasmic reticulum-plasma membrane tethering
OG0001331	3'-5' exonuclease domain-containing protein K homology domain-containing protein KH domain-containing protein
OG0000160	RING-like zinc finger
OG0006321	palmitoyl-(protein) hydrolase activity
OG0001319	protein serine/threonine kinase activity
OG0000027	Microtubule binding
OG0002768	Formation of pseudouridine at positions 38, 39 and 40 in the anticodon stem and loop of transfer RNAs
OG0004995	Glycerol-3-phosphate dehydrogenase
OG0000639	sulfur dioxygenase activity
OG0002687	Zinc-ribbon, C4HC2 type
OG0000709	Belongs to the type-B carboxylesterase lipase family
OG0003059	anthranilate synthase activity
OG0003828	Belongs to the ubiquitin-conjugating enzyme family
OG0002571	Non-specific serine threonine protein kinase
OG0001518	oxidation-reduction process
OG0005365	pumilio homolog
OG0000901	carboxylic ester hydrolase activity
OG0003948	3',5'-cyclic-nucleotide phosphodiesterase activity
OG0007335	Pfam:RRM_6
OG0006970	CDP-glycerol diphosphatase activity
OG0000586	GTP binding
OG0004878	Protein kinase, X-linked
OG0006340	C-4 methylsterol oxidase activity
OG0004366	FeS assembly ATPase SufC
OG0002096	hydroxyacylglutathione hydrolase activity
OG0002419	guanyl-nucleotide exchange factor activity
OG0005133	threonine-type endopeptidase activity
OG0005395	-
OG0000639	Metallo-beta-lactamase superfamily
OG0006229	PFAM Alcohol dehydrogenase zinc-binding domain protein
OG0005769	protein tyrosine/serine/threonine phosphatase activity
OG0000247	transport system, permease and ATPase
OG0007361	Mitochondrial branched-chain alpha-ketoacid dehydrogenase kinase
OG0005665	-
OG0001423	Belongs to the universal ribosomal protein uL5 family
OG0005596	Ubiquitin carrier protein. Source PGD
OG0002837	oxidative phosphorylation uncoupler activity
OG0005414	Mitogen-activated protein kinase 15
OG0003791	Isochorismatase family
OG0003974	protein polyglycylation
OG0004765	alpha-galactosidase
OG0007480	nucleosomal DNA binding
OG0000549	Belongs to the PEP-utilizing enzyme family
OG0000600	Calcium calmodulin-dependent protein kinase. Source PGD
OG0000603	Belongs to the peptidase A1 family
OG0007654	vesicle-mediated transport
OG0002077	carnosine N-methyltransferase activity
OG0003963	tRNAPhe (7-(3-amino-3-carboxypropyl)wyosine37-C2)-hydroxylase activity
OG0000075	Retinol dehydrogenase 12 (all-trans and 9-cis)
OG0000336	SNF2 Helicase protein
OG0001721	xaa-Pro dipeptidase
OG0002979	Replication factor C subunit
OG0003476	oxidation-reduction process
OG0005825	N-alpha-acetyltransferase
OG0005458	Myosin VI
OG0001685	C2 domain
OG0003050	protein kinase regulator activity
OG0002905	RF-1 domain
OG0006948	macromolecule glycosylation
OG0003456	Protein kinase. Source PGD
OG0004542	Phosphorylase superfamily
OG0001466	phosphatidylinositol binding
OG0004273	Encoded by
OG0007056	protein disulfide oxidoreductase activity
OG0004339	phosphoserine aminotransferase
OG0005110	prostaglandin-F synthase activity
OG0002647	Dimethylglycine dehydrogenase
OG0002681	oxidoreductase activity
OG0003192	Belongs to the purine pyrimidine phosphoribosyltransferase family
OG0001486	cysteine desulfurase activity
OG0001526	regulation of calcium-mediated signaling
OG0007385	sulfite oxidase
OG0006149	Cyclin
OG0005618	Protein kinase c
OG0000467	Belongs to the peptidase S8 family
OG0000497	Malic enzyme, NAD binding domain
OG0000006	Phosphopantetheine attachment site
OG0006379	succinate transmembrane transporter activity
OG0004718	Transport protein particle component, Bet3 domain-containing protein
OG0004108	CoA-binding
OG0000701	oxidoreductase activity
OG0002744	-
OG0000628	PFAM RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)
OG0002937	Glutaredoxin
OG0000186	Set domain-containing protein
OG0006077	Protein tyrosine kinase
OG0005837	Enoyl-CoA hydratase/isomerase
OG0007303	Belongs to the AAA ATPase family
OG0001881	Leucine carboxyl methyltransferase
OG0003009	S-adenosylmethionine-dependent tRNA (m5U54) methyltransferase activity
OG0006351	aldehyde dehydrogenase (NAD) activity
OG0006515	Mad3/BUB1 hoMad3/BUB1 homology region 1
OG0000123	Forkhead associated domain
OG0000637	peptide-methionine (S)-S-oxide reductase activity
OG0007517	L-galactono-1,4-lactone dehydrogenase
OG0003252	tetratricopeptide repeat
OG0007623	RER1 protein
OG0003009	Belongs to the class I-like SAM-binding methyltransferase superfamily. RNA M5U methyltransferase family
OG0002412	Uroporphyrinogen decarboxylase
OG0007257	Peptidase S24-like
OG0002026	Lipopolysaccharide kinase (Kdo/WaaP) family
OG0000041	EF-hand domain
OG0002167	Ubiquinol cytochrome c oxidoreductase biogenesis factor. Source PGD
OG0002356	Protein disulfide isomerase
OG0001658	stress-induced mitochondrial fusion
OG0006259	cellular oxidant detoxification
OG0000758	PPPDE putative peptidase domain
OG0000966	DNA-3'-diphospho-5'-guanosine diphosphatase
OG0002103	LSM domain
OG0000378	Aminotransferase class I and II
OG0000184	Calmodulin
OG0003635	Protein kinase domain
OG0000052	cAMP-dependent protein kinase regulatory subunit
OG0000089	Filamin-type immunoglobulin domains
OG0000031	Responsible for synthesis of pseudouridine from uracil
OG0000124	metalloendopeptidase activity
OG0000932	sulfuric ester hydrolase activity
OG0000350	diacylglycerol lipase beta
OG0005148	Responsible for the transport of dicarboxylates such as succinate, fumarate, and malate
OG0001451	Adds a myristoyl group to the N-terminal glycine residue of certain cellular proteins
OG0000842	Belongs to the protein kinase superfamily
OG0000633	deSI-like protein At4g17486
OG0006242	TRNA pseudouridine synthase. Source PGD
OG0005508	Protein tyrosine kinase
OG0006757	oxidoreductase activity
OG0000858	Belongs to the class-I pyridine nucleotide-disulfide oxidoreductase family
OG0007077	Phosphatase that hydrolyzes non-canonical purine nucleotides such as XTP and ITP to their respective diphosphate derivatives. Probably excludes non-canonical purines from DNA precursor pool, thus preventing their incorporation into DNA and avoiding chromosomal lesions
OG0000539	Belongs to the eukaryotic ribosomal protein eS4 family
OG0001123	OTU domain-containing protein At3g57810-like
OG0003272	L-ascorbic acid binding
OG0001119	Interferon-inducible GTPase
OG0003443	polyketide synthase
OG0000802	Glycosyl transferase family 2
OG0005653	Alpha-kinase family
OG0000504	negative regulation of electron transfer activity
OG0001318	CoA transferase having broad substrate specificity for short-chain acyl-CoA thioesters with the activity decreasing when the length of the carboxylic acid chain exceeds four carbons
OG0003372	cilium assembly
OG0007084	Leucine carboxyl methyltransferase
OG0001192	Reversible hydration of carbon dioxide
OG0002068	Glutaredoxin 2, C terminal domain
OG0005102	negative regulation of ER-associated ubiquitin-dependent protein catabolic process
OG0004643	Belongs to the protein kinase superfamily
OG0003223	Peptidyl-tRNA hydrolase PTH2
OG0003964	Belongs to the cytochrome b5 family
OG0000513	Cytochrome C oxidase, cbb3-type, subunit III
OG0004447	peptidyl-proline hydroxylation to 4-hydroxy-L-proline
OG0007251	EF-hand domain
OG0001591	cryptochrome
OG0005991	phosphatase activity. It is involved in the biological process described with protein dephosphorylation
OG0000249	phenylalanyl-tRNA aminoacylation
OG0002248	Vertebrate block of proliferation 1 (BOP1). Source PGD
OG0000530	nicotinamide phosphoribosyltransferase activity
OG0005885	prefoldin subunit 5
OG0005360	Domain in the RNA-binding Lupus La protein; unknown function
OG0000640	SbmA/BacA-like family
OG0001473	Belongs to the glycosyl hydrolase 47 family
OG0001122	prohibitin homologues
OG0002957	peptide alpha-N-acetyltransferase activity
OG0000388	ribosome localization
OG0002999	haloacid dehalogenase-like hydrolase
OG0007165	ion transmembrane transporter activity
OG0005541	16-hydroxypalmitate dehydrogenase activity
OG0002191	protein transport
OG0000328	Proton-conducting pore forming subunit of the membrane integral V0 complex of vacuolar ATPase. V-ATPase is responsible for acidifying a variety of intracellular compartments in eukaryotic cells
OG0004155	membrane protein-putative a permease
OG0000310	ribosomal protein
OG0007455	transport system, permease and ATPase
OG0004278	phytosphingosine metabolic process
OG0000912	protein kinase activity
OG0006106	Cytochrome b5
OG0002752	U1 small nuclear ribonucleoprotein
OG0002939	DEAD DEAH box helicase
OG0000472	tRNA 2'-phosphotransferase
OG0001277	NHL repeat
OG0003757	glycerophosphoryl diester phosphodiesterase
OG0002173	oxidoreductase activity, acting on the CH-CH group of donors
OG0002550	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family
OG0001403	Amino Acid
OG0007161	calcium ion binding
OG0001517	Polysaccharide deacetylase
OG0003171	Choline/ethanolamine kinase
OG0005104	COG1680 Beta-lactamase class C and other penicillin binding proteins
OG0003632	Belongs to the class I-like SAM-binding methyltransferase superfamily. RsmB NOP family
OG0004479	ATP-dependent RNA helicase
OG0005475	Located at the top of the head of the 30S subunit, it contacts several helices of the 16S rRNA. In the 70S ribosome it contacts the 23S rRNA (bridge B1a) and protein L5 of the 50S subunit (bridge B1b), connecting the 2 subunits
OG0005426	Actins are highly conserved proteins that are involved in various types of cell motility and are ubiquitously expressed in all eukaryotic cells. Multiple isoforms are involved in various cellular functions such as cytoskeleton structure, cell mobility, chromosome movement and muscle contraction
OG0005376	3-dehydroquinate
OG0005274	CDP-alcohol phosphatidyltransferase
OG0001439	thiosulfate transmembrane transporter activity
OG0000353	calcium-binding
OG0000478	heavy chain 17
OG0000546	protein kinase activity
OG0002531	Glutathione S-transferase, C-terminal domain
OG0000792	pseudouridine synthase activity
OG0006222	Seems to be required for maximal rate of protein biosynthesis. Enhances ribosome dissociation into subunits and stabilizes the binding of the initiator Met-tRNA(I) to 40 S ribosomal subunits
OG0001168	pantothenate kinase 1
OG0000060	ubiquitin-protein transferase activity
OG0000039	Cyclin-dependent kinase
OG0007237	pyrimidine nucleotide-sugar transmembrane transporter activity
