OG0002766	Durusdinium17035	K14569
OG0000718	Durusdinium1762	K01379
OG0000932	Durusdinium1591	K01135
OG0006611	Durusdinium37968	K12604
OG0006508	Durusdinium51616	K03841
OG0000159	Durusdinium21800	K12117
OG0000305	Durusdinium18173	K12460
OG0005310	Durusdinium43930	K13606
OG0007510	Durusdinium15681	K13755
OG0000150	Durusdinium10825	K15692
OG0000200	Durusdinium13404	K15013
OG0005612	Durusdinium35882	K14787
OG0000210	Durusdinium10661	K14297
OG0000244	Durusdinium28426	K11412
OG0001081	Durusdinium31593	K08848
OG0002693	Durusdinium18287	K02528
OG0000810	Durusdinium40874	K21993
OG0006879	Durusdinium33473	K06695
OG0000677	Durusdinium1962	K11096
OG0000048	Durusdinium33755	K24427
OG0001844	Durusdinium40316	K01007
OG0005861	Durusdinium5088	K03017
OG0002881	Durusdinium22615	K17822
OG0000830	Durusdinium54433	K16055
OG0001071	Durusdinium47559	K23539
OG0000916	Durusdinium31883	K04851
OG0007680	Durusdinium48864	K06639
OG0002118	Durusdinium21727	K17278
OG0007407	Durusdinium46615	K03564
OG0001723	Durusdinium30234	K01687
OG0001916	Durusdinium38443	K19306
OG0004285	Durusdinium34105	K11992
OG0007007	Durusdinium34603	K10843
OG0005912	Durusdinium33894	K05632
OG0006459	Durusdinium20376	K03841
OG0006296	Durusdinium23241	K14765
OG0000309	Durusdinium39520	K22762
OG0002557	Durusdinium49680	K03362
OG0000541	Durusdinium30801	K02183
OG0000861	Durusdinium19821	K03152
OG0005720	Durusdinium26088	K03648
OG0001434	Durusdinium37050	K17619
OG0005541	Durusdinium43346	K17689
OG0006359	Durusdinium27405	K03217
OG0005931	Durusdinium30719	K15362
OG0000123	Durusdinium31091	K13412
OG0003036	Durusdinium29414	K03294
OG0001257	Durusdinium31547	K17508
OG0006276	Durusdinium27718	K16482
OG0006496	Durusdinium7209	K03798
OG0002887	Durusdinium43143	K20359
OG0000943	Durusdinium9695	K03932
OG0001080	Durusdinium23350	K11584
OG0001821	Durusdinium13489	K17766
OG0003558	Durusdinium15534	K02835
OG0000164	Durusdinium49196	K20028
OG0005504	Durusdinium44668	K03357
OG0002742	Durusdinium47434	K09564
OG0006645	Durusdinium38624	K24740
OG0000438	Durusdinium22483	K14165
OG0001465	Durusdinium12500	K07241
OG0006501	Durusdinium7089	K10629
OG0005454	Durusdinium9080	K01054
OG0006232	Durusdinium10767	K04905
OG0000950	Durusdinium33100	K09580
OG0000694	Durusdinium31202	K09553
OG0007597	Durusdinium56179	K06630
OG0003067	Durusdinium28502	K07240
OG0000960	Durusdinium22695	K18798
OG0000003	Durusdinium44622	K09259
OG0000622	Durusdinium44275	K16726
OG0006142	Durusdinium31683	K08963
OG0007450	Durusdinium36097	K02183
OG0000447	Durusdinium18080	K00323
OG0000631	Durusdinium46500	K11296
OG0000739	Durusdinium39313	K07514
OG0001537	Durusdinium37796	K00486
OG0001683	Durusdinium19516	K12460
OG0007384	Durusdinium16574	K27165
OG0005008	Durusdinium23764	K15918
OG0000282	Durusdinium27831	K09568
OG0001615	Durusdinium15242	K03010
OG0006624	Durusdinium7929	K15341
OG0007055	Durusdinium2608	K10450
OG0002958	Durusdinium16390	K09255
OG0006712	Durusdinium25419	K00021
OG0003032	Durusdinium55356	K12393
OG0000673	Durusdinium31700	K00108
OG0001743	Durusdinium36008	K05884
OG0005519	Durusdinium29822	K01953
OG0002479	Durusdinium4206	K18726
OG0006616	Durusdinium19097	K20180
OG0000019	Durusdinium38849	K14326
OG0000388	Durusdinium46111	K07936
OG0002482	Durusdinium52584	K10396
OG0005941	Durusdinium52109	K00002
OG0001588	Durusdinium33573	K16219
OG0005901	Durusdinium34245	K03762
OG0001560	Durusdinium54617	K05841
OG0007151	Durusdinium11255	K00253
OG0002889	Durusdinium40159	K24635
OG0000421	Durusdinium49072	K21989
OG0001935	Durusdinium26792	K11206
OG0002090	Durusdinium17663	K06177
OG0002348	Durusdinium25489	K02183
OG0000079	Durusdinium22669	K08994
OG0004465	Durusdinium50332	K03686
OG0000608	Durusdinium41277	K03798
OG0005210	Durusdinium22732	K07198
OG0001256	Durusdinium43209	K13444
OG0007588	Durusdinium20354	K22390
OG0000618	Durusdinium54680	K08853
OG0003046	Durusdinium49545	K21867
OG0004732	Durusdinium11042	K23330
OG0001510	Durusdinium11496	K17686
OG0000326	Durusdinium43324	K05869
OG0001383	Durusdinium32112	K08794
OG0001510	Durusdinium39099	K17686
OG0001600	Durusdinium38899	K02519
OG0002070	Durusdinium10619	K01069
OG0006504	Durusdinium54450	K22753
OG0001045	Durusdinium33406	K02704
OG0002864	Durusdinium42960	K03011
OG0002598	Durusdinium23373	K09255
OG0000119	Durusdinium18548	K04855
OG0001069	Durusdinium32559	K02891
OG0007247	Durusdinium17909	K17616
OG0000481	Durusdinium8290	K26456
OG0003938	Durusdinium19274	K15837
OG0000941	Durusdinium28146	K02371
OG0000972	Durusdinium4484	K04688
OG0001179	Durusdinium40547	K01885
OG0000288	Durusdinium38929	K14724
OG0000005	Durusdinium1000	K17914
OG0000221	Durusdinium30450	K16675
OG0000438	Durusdinium28949	K04459
OG0001340	Durusdinium38442	K00485
OG0006731	Durusdinium5738	K27310
OG0001052	Durusdinium38330	K04097
OG0000554	Durusdinium2334	K10277
OG0000069	Durusdinium40138	K10408
OG0005870	Durusdinium13382	K03260
OG0006870	Durusdinium37976	K11787
OG0004983	Durusdinium32537	K23567
OG0002625	Durusdinium28381	K11592
OG0000310	Durusdinium37254	K02957
OG0006420	Durusdinium46836	K12460
OG0004598	Durusdinium43355	K11368
OG0000858	Durusdinium35214	K22182
OG0000230	Durusdinium23955	K00434
OG0006970	Durusdinium1492	K01517
OG0000938	Durusdinium39968	K00101
OG0006364	Durusdinium38121	K07997
OG0004002	Durusdinium50247	K22138
OG0002276	Durusdinium35273	K16311
OG0006580	Durusdinium9593	K25866
OG0003881	Durusdinium754	K01918
OG0001142	Durusdinium33378	K10754
OG0000478	Durusdinium48812	K10408
OG0001401	Durusdinium24422	K21064
OG0000407	Durusdinium22874	K27277
OG0007348	Durusdinium37070	K15282
OG0001655	Durusdinium43359	K22133
OG0007283	Durusdinium19595	K03635
OG0004392	Durusdinium19672	K12132
OG0001573	Durusdinium3623	K14206
OG0006881	Durusdinium49078	K19041
OG0004332	Durusdinium35358	K14830
OG0000109	Durusdinium18821	K13984
OG0001358	Durusdinium26637	K15292
OG0000584	Durusdinium24602	K10738
OG0000217	Durusdinium39788	K24683
OG0003983	Durusdinium30732	K17839
OG0000654	Durusdinium51901	K12876
OG0000935	Durusdinium740	K01379
OG0005789	Durusdinium25056	K05954
OG0000636	Durusdinium1749	K11977
OG0000362	Durusdinium32394	K04956
OG0000866	Durusdinium52404	K03978
OG0001042	Durusdinium15117	K00958
OG0001431	Durusdinium9421	K05531
OG0004396	Durusdinium26120	K00059
OG0007390	Durusdinium46777	K23965
OG0002487	Durusdinium28126	K01674
OG0004851	Durusdinium12490	K09539
OG0007697	Durusdinium18664	K00837
OG0004875	Durusdinium44296	K00999
OG0003370	Durusdinium117	K10407
OG0000650	Durusdinium35487	K09838
OG0000088	Durusdinium18521	K07376
OG0003822	Durusdinium19677	K07901
OG0002641	Durusdinium4675	K14568
OG0000142	Durusdinium38931	K15377
OG0000082	Durusdinium28783	K25230
OG0000006	Durusdinium25469	K09458
OG0007381	Durusdinium30615	K15109
OG0004119	Durusdinium20274	K03860
OG0003834	Durusdinium22891	K06630
OG0000482	Durusdinium28846	K13124
OG0001286	Durusdinium35547	K14209
OG0000200	Durusdinium17433	K15013
OG0005142	Durusdinium50709	K22072
OG0000123	Durusdinium34158	K08794
OG0007455	Durusdinium54418	K02471
OG0001639	Durusdinium17431	K09571
OG0005233	Durusdinium46604	K08790
OG0002119	Durusdinium16287	K09597
OG0007565	Durusdinium32579	K15104
OG0000833	Durusdinium21818	K16290
OG0005399	Durusdinium18111	K01620
OG0005234	Durusdinium10714	K00991
OG0007273	Durusdinium16367	K10364
OG0003032	Durusdinium7022	K11826
OG0000125	Durusdinium35466	K22614
OG0000098	Durusdinium31383	K09571
OG0000703	Durusdinium15611	K11703
OG0001458	Durusdinium49031	K23499
OG0000097	Durusdinium23711	K06689
OG0000015	Durusdinium49799	K12835
OG0000435	Durusdinium15471	K10592
OG0001318	Durusdinium9960	K01027
OG0000264	Durusdinium22605	K00060
OG0000296	Durusdinium36607	K12132
OG0001788	Durusdinium19326	K07126
OG0006609	Durusdinium26028	K06901
OG0000436	Durusdinium39696	K05643
OG0002832	Durusdinium25242	K00213
OG0000055	Durusdinium34938	K10614
OG0004026	Durusdinium26209	K00889
OG0000735	Durusdinium54483	K06180
OG0001660	Durusdinium12028	K18932
OG0003275	Durusdinium49928	K10534
OG0005120	Durusdinium36668	K03235
OG0000508	Durusdinium17292	K03070
OG0001604	Durusdinium52406	K05216
OG0007534	Durusdinium54368	K14972
OG0007150	Durusdinium52675	K08770
OG0003031	Durusdinium40361	K06877
OG0002771	Durusdinium34115	K00254
OG0000497	Durusdinium13019	K00029
OG0003042	Durusdinium26652	K08316
OG0000805	Durusdinium9280	K15106
OG0001850	Durusdinium30643	K11592
OG0006143	Durusdinium4953	K05849
OG0000216	Durusdinium29267	K22372
OG0002063	Durusdinium21524	K24512
OG0007185	Durusdinium8886	K16810
OG0007126	Durusdinium19277	K20661
OG0004406	Durusdinium34188	K24763
OG0000049	Durusdinium50818	K09503
OG0001394	Durusdinium17065	K04919
OG0004470	Durusdinium52088	K26236
OG0006922	Durusdinium52136	K08796
OG0002477	Durusdinium36018	K12251
OG0001828	Durusdinium28907	K05546
OG0002661	Durusdinium32557	K03281
OG0005046	Durusdinium41436	K14541
OG0001060	Durusdinium43621	K07126
OG0007377	Durusdinium35075	K00020
OG0000296	Durusdinium2562	K04424
OG0005225	Durusdinium17250	K05300
OG0001116	Durusdinium17815	K01210
OG0003779	Durusdinium24717	K03675
OG0001952	Durusdinium36976	K12567
OG0001990	Durusdinium56414	K02991
OG0005269	Durusdinium22474	K15272
OG0004672	Durusdinium43075	K03104
OG0000962	Durusdinium32307	K01379
OG0001838	Durusdinium42184	K00359
OG0000072	Durusdinium19521	K04834
OG0000243	Durusdinium31852	K00472
OG0000256	Durusdinium32325	K06631
OG0002085	Durusdinium42772	K19430
OG0006165	Durusdinium14841	K16474
OG0007485	Durusdinium17117	K07300
OG0000344	Durusdinium34835	K01768
OG0000572	Durusdinium38763	K00264
OG0003333	Durusdinium8700	K14406
OG0001427	Durusdinium43555	K12132
OG0004765	Durusdinium18023	K07407
OG0000298	Durusdinium42976	K06630
OG0000541	Durusdinium14470	K13448
OG0000632	Durusdinium30553	K11744
OG0001076	Durusdinium28371	K00133
OG0001586	Durusdinium46398	K03455
OG0003068	Durusdinium43485	K10615
OG0000088	Durusdinium35614	K07376
OG0000637	Durusdinium47704	K07304
OG0004414	Durusdinium34843	K10632
OG0005267	Durusdinium40771	K08857
OG0000099	Durusdinium8986	K04855
OG0002940	Durusdinium13458	K12392
OG0006244	Durusdinium46113	K10579
OG0004316	Durusdinium18631	K00018
OG0003279	Durusdinium27260	K15334
OG0001299	Durusdinium19582	K02882
OG0004010	Durusdinium33986	K11699
OG0001140	Durusdinium28158	K24175
OG0001967	Durusdinium34726	K01322
OG0005551	Durusdinium12347	K00816
OG0000563	Durusdinium42741	K15259
OG0000033	Durusdinium17914	K10860
OG0000025	Durusdinium55567	K07937
OG0007711	Durusdinium49198	K15085
OG0005088	Durusdinium33565	K16601
OG0002205	Durusdinium21170	K13907
OG0000447	Durusdinium36433	K00322
OG0003056	Durusdinium22939	K17981
OG0001577	Durusdinium24809	K14803
OG0002193	Durusdinium36004	K08333
OG0000422	Durusdinium32708	K11434
OG0000567	Durusdinium4835	K05349
OG0000919	Durusdinium32931	K00545
OG0000421	Durusdinium7293	K21989
OG0000575	Durusdinium40326	K02350
OG0000511	Durusdinium9788	K02985
OG0000137	Durusdinium54889	K03695
OG0002934	Durusdinium24781	K06130
OG0004657	Durusdinium17084	K13412
OG0006187	Durusdinium352	K05906
OG0000623	Durusdinium38269	K19882
OG0003439	Durusdinium30852	K16745
OG0000003	Durusdinium38790	K09255
OG0005738	Durusdinium36444	K08176
OG0005991	Durusdinium21580	K20216
OG0000082	Durusdinium34172	K25230
OG0001100	Durusdinium27571	K13412
OG0006184	Durusdinium31828	K25439
OG0003581	Durusdinium19310	K00750
OG0002777	Durusdinium40341	K10645
OG0001184	Durusdinium30673	K12603
OG0004939	Durusdinium30236	K13111
OG0000482	Durusdinium26415	K19678
OG0002466	Durusdinium23600	K18749
OG0000826	Durusdinium1209	K19612
OG0004563	Durusdinium50323	K24796
OG0001357	Durusdinium39270	K08840
OG0006937	Durusdinium36078	K22443
OG0000052	Durusdinium35634	K04739
OG0001022	Durusdinium12184	K16794
OG0005823	Durusdinium29996	K01890
OG0007682	Durusdinium32552	K01768
OG0003232	Durusdinium23417	K00545
OG0007503	Durusdinium9948	K04887
OG0004984	Durusdinium44851	K15445
OG0000842	Durusdinium26294	K16310
OG0004031	Durusdinium28510	K03512
OG0000576	Durusdinium35475	K08798
OG0005112	Durusdinium33384	K13118
OG0004948	Durusdinium17401	K23727
OG0006423	Durusdinium41666	K01178
OG0005703	Durusdinium41643	K00773
OG0000462	Durusdinium28634	K02183
OG0005967	Durusdinium20001	K23565
OG0002854	Durusdinium1255	K13412
OG0005285	Durusdinium54415	K13238
OG0000461	Durusdinium41152	K10799
OG0004664	Durusdinium23275	K01834
OG0004606	Durusdinium14975	K10380
OG0000014	Durusdinium49172	K04382
OG0005133	Durusdinium51988	K02734
OG0000234	Durusdinium21676	K00026
OG0000016	Durusdinium5404	K06180
OG0004461	Durusdinium56348	K03020
OG0000008	Durusdinium40086	K03686
OG0002260	Durusdinium22690	K04855
OG0002217	Durusdinium37021	K09255
OG0005309	Durusdinium5647	K01192
OG0004588	Durusdinium44576	K01634
OG0000164	Durusdinium17935	K20028
OG0002705	Durusdinium28393	K09527
OG0003224	Durusdinium26708	K18477
OG0000766	Durusdinium30741	K07877
OG0001631	Durusdinium6161	K23538
OG0002686	Durusdinium4708	K03292
OG0000453	Durusdinium51026	K01637
OG0001003	Durusdinium29541	K21440
OG0006302	Durusdinium23258	K03686
OG0000034	Durusdinium35481	K13184
OG0000257	Durusdinium13256	K01953
OG0000972	Durusdinium28578	K08790
OG0001521	Durusdinium33884	K01510
OG0005770	Durusdinium22603	K15198
OG0002875	Durusdinium20271	K01092
OG0001669	Durusdinium26516	K10570
OG0001272	Durusdinium17429	K11426
OG0000088	Durusdinium39915	K07376
OG0007660	Durusdinium8364	K23490
OG0000294	Durusdinium29157	K17508
OG0002161	Durusdinium38438	K22372
OG0000397	Durusdinium33909	K01625
OG0001734	Durusdinium10511	K03686
OG0003310	Durusdinium30460	K10589
OG0001371	Durusdinium27253	K10599
OG0000337	Durusdinium1080	K02918
OG0000294	Durusdinium35814	K17508
OG0005456	Durusdinium14502	K00898
OG0001518	Durusdinium30002	K11168
OG0002668	Durusdinium33582	K02206
OG0000191	Durusdinium1506	K04957
OG0000643	Durusdinium43273	K02358
OG0000255	Durusdinium35675	K08869
OG0002071	Durusdinium9699	K17943
OG0006033	Durusdinium49812	K10734
OG0000452	Durusdinium27186	K18660
OG0000469	Durusdinium23603	K18849
OG0004451	Durusdinium26139	K12492
OG0000131	Durusdinium12365	K13412
OG0006088	Durusdinium12933	K08193
OG0000005	Durusdinium28160	K10392
OG0006291	Durusdinium33706	K11481
OG0001787	Durusdinium12268	K24512
OG0005969	Durusdinium18115	K19327
OG0002374	Durusdinium30477	K25395
OG0000011	Durusdinium32386	K08857
OG0000475	Durusdinium27734	K12391
OG0000677	Durusdinium52555	K11096
OG0003150	Durusdinium31050	K06130
OG0007441	Durusdinium32052	K16604
OG0000450	Durusdinium50264	K02874
OG0001940	Durusdinium34825	K21440
OG0006959	Durusdinium30676	K22900
OG0000075	Durusdinium46608	K11153
OG0002945	Durusdinium17404	K14652
OG0001382	Durusdinium24069	K19947
OG0000901	Durusdinium32042	K03929
OG0000167	Durusdinium31797	K04854
OG0002239	Durusdinium1947	K09255
OG0001631	Durusdinium22039	K23538
OG0001942	Durusdinium25764	K01275
OG0005182	Durusdinium14720	K20899
OG0000004	Durusdinium34307	K13412
OG0000630	Durusdinium36170	K02112
OG0003059	Durusdinium51641	K01657
OG0001848	Durusdinium54282	K08902
OG0004541	Durusdinium8749	K14457
OG0003052	Durusdinium26061	K04955
OG0000594	Durusdinium35849	K16914
OG0005826	Durusdinium31534	K08869
OG0006313	Durusdinium27348	K03303
OG0002268	Durusdinium24096	K18203
OG0000266	Durusdinium26514	K01201
OG0001596	Durusdinium54822	K00645
OG0000141	Durusdinium39761	K25897
OG0000103	Durusdinium18534	K18826
OG0005809	Durusdinium25354	K25166
OG0001353	Durusdinium30972	K08176
OG0002721	Durusdinium21703	K03691
OG0000068	Durusdinium28057	K01373
OG0001485	Durusdinium50047	K00789
OG0000707	Durusdinium54266	K17943
OG0005741	Durusdinium51863	K12796
OG0003978	Durusdinium4740	K08824
OG0002937	Durusdinium38898	K03676
OG0001019	Durusdinium21571	K01754
OG0000045	Durusdinium34719	K00142
OG0007419	Durusdinium10361	K24996
OG0000124	Durusdinium26077	K08778
OG0000733	Durusdinium27984	K00825
OG0002524	Durusdinium18034	K23555
OG0001192	Durusdinium19945	K01673
OG0002876	Durusdinium37501	K10587
OG0005548	Durusdinium19389	K17508
OG0000036	Durusdinium17254	K12132
OG0005203	Durusdinium38275	K14442
OG0001101	Durusdinium15711	K00852
OG0002663	Durusdinium33197	K02993
OG0003047	Durusdinium50284	K13717
OG0000191	Durusdinium43119	K04955
OG0001354	Durusdinium41465	K17630
OG0000413	Durusdinium26000	K15377
OG0001259	Durusdinium50089	K04892
OG0005071	Durusdinium42758	K01744
OG0004054	Durusdinium22332	K02365
OG0000016	Durusdinium28041	K06180
OG0001018	Durusdinium28141	K10523
OG0004687	Durusdinium33499	K03327
OG0000066	Durusdinium36371	K14803
OG0002601	Durusdinium19403	K10569
OG0000541	Durusdinium39505	K02183
OG0003836	Durusdinium30258	K17943
OG0005580	Durusdinium43101	K03564
OG0005054	Durusdinium12325	K09531
OG0005606	Durusdinium15102	K19245
OG0005513	Durusdinium6733	K03671
OG0005121	Durusdinium15351	K14376
OG0000412	Durusdinium27386	K03231
OG0001627	Durusdinium10699	K24139
OG0002239	Durusdinium1316	K21437
OG0001600	Durusdinium24336	K02519
OG0004426	Durusdinium25898	K01556
OG0000161	Durusdinium26826	K16465
OG0006940	Durusdinium30022	K08727
OG0005166	Durusdinium3565	K00574
OG0000392	Durusdinium1843	K12410
OG0000105	Durusdinium41828	K09874
OG0000017	Durusdinium15330	K04908
OG0006309	Durusdinium42750	K08176
OG0001852	Durusdinium2461	K07305
OG0005082	Durusdinium36753	K23010
OG0000045	Durusdinium39838	K04780
OG0001544	Durusdinium1119	K01528
OG0004311	Durusdinium51776	K09660
OG0000617	Durusdinium28456	K01076
OG0005391	Durusdinium26498	K20715
OG0000005	Durusdinium32979	K10392
OG0002707	Durusdinium43854	K01307
OG0007668	Durusdinium46998	K12132
OG0000213	Durusdinium31370	K01415
OG0002792	Durusdinium33172	K11844
OG0007479	Durusdinium25160	K04308
OG0002856	Durusdinium24362	K09255
OG0002356	Durusdinium33829	K09582
OG0000544	Durusdinium24908	K11253
OG0000016	Durusdinium28836	K06180
OG0003712	Durusdinium22447	K03972
OG0001219	Durusdinium4365	K04905
OG0000976	Durusdinium39433	K15335
OG0007471	Durusdinium30135	K00615
OG0006499	Durusdinium29657	K23114
OG0003415	Durusdinium41067	K22077
OG0007417	Durusdinium21396	K00626
OG0001405	Durusdinium4181	K16289
OG0005759	Durusdinium26879	K21436
OG0001461	Durusdinium21920	K20872
OG0004305	Durusdinium7681	K10393
OG0005224	Durusdinium28389	K02218
OG0004463	Durusdinium38393	K02689
OG0000040	Durusdinium30	K13761
OG0001380	Durusdinium7804	K26730
OG0000404	Durusdinium36671	K19525
OG0000300	Durusdinium6843	K12166
OG0000477	Durusdinium1774	K06228
OG0002461	Durusdinium46252	K12132
OG0002107	Durusdinium17973	K02920
OG0000955	Durusdinium32464	K06969
OG0006430	Durusdinium23297	K24932
OG0006482	Durusdinium47407	K19613
OG0000035	Durusdinium31211	K15259
OG0002547	Durusdinium48108	K20367
OG0006170	Durusdinium18386	K02259
OG0000837	Durusdinium20969	K00831
OG0002818	Durusdinium72	K15078
OG0000014	Durusdinium24969	K06269
OG0002602	Durusdinium54659	K18468
OG0005374	Durusdinium29658	K06002
OG0000947	Durusdinium27818	K17943
OG0000973	Durusdinium23228	K02183
OG0005877	Durusdinium39171	K13412
OG0002295	Durusdinium29114	K03327
OG0007550	Durusdinium41034	K02036
OG0005135	Durusdinium9184	K13412
OG0001497	Durusdinium25206	K08794
OG0002037	Durusdinium41444	K03695
OG0005763	Durusdinium39949	K03043
OG0000008	Durusdinium51577	K03686
OG0007059	Durusdinium38450	K15436
OG0003437	Durusdinium2543	K07880
OG0004308	Durusdinium52015	K15014
OG0001409	Durusdinium19649	K10956
OG0005928	Durusdinium547	K06670
OG0001807	Durusdinium14150	K24729
OG0002006	Durusdinium46975	K03470
OG0000109	Durusdinium15652	K09580
OG0000935	Durusdinium842	K01377
OG0006320	Durusdinium8968	K03015
OG0003324	Durusdinium54920	K04515
OG0001000	Durusdinium43616	K25425
OG0005264	Durusdinium34561	K07407
OG0002744	Durusdinium29708	K05656
OG0001550	Durusdinium5013	K25587
OG0002065	Durusdinium34646	K13126
OG0000088	Durusdinium28987	K07376
OG0000029	Durusdinium33496	K04955
OG0000162	Durusdinium38287	K10454
OG0001665	Durusdinium20083	K13748
OG0000509	Durusdinium45993	K13046
OG0006740	Durusdinium37373	K14674
OG0000259	Durusdinium24943	K18709
OG0002843	Durusdinium32311	K06063
OG0000317	Durusdinium49296	K07250
OG0000462	Durusdinium27296	K02183
OG0006067	Durusdinium37913	K15654
OG0000028	Durusdinium25086	K12117
OG0000040	Durusdinium26712	K13761
OG0000109	Durusdinium54799	K09580
OG0004589	Durusdinium24971	K03424
OG0000089	Durusdinium30266	K10408
OG0000347	Durusdinium5039	K03686
OG0000282	Durusdinium9785	K09568
OG0006759	Durusdinium55787	K07023
OG0000319	Durusdinium48976	K03773
OG0000755	Durusdinium32369	K10758
OG0000004	Durusdinium1604	K13412
OG0007346	Durusdinium13559	K15042
